,permit#,permit_type_description,permit_subtype_description,date_entered,date_issued,construction_cost,address,city,state,zip,subdivision/lot,contact,purpose,council_district
44,2020001455,Building Residential - Addition,Duplex,1/8/2020,1/10/2020,60606,2170B  ROCK CITY ST,NASHVILLE,TN,37216,LOT 22-B W.A.& R.R. MAXEY SUB ZONE LOT DIV,RHOW PROPERTIES LLC,"To construct a 33.2 Ft x 16.2 ft (538 sq ft) addition with master bed/bath  to rear of side B of existing zero lot line duplex.  5 ft minimum side setback and 20 ft  minimum  rear s/b.  Must conform with easements. Remains single family. Must comply with SBCCI section 403.3 and metro council bill 84-390.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",7.0
45,2021000298,Building Residential - New,Duplex,1/4/2021,1/28/2021,332804,435A W BEND DR,NASHVILLE,TN,37209,UNIT A TOWNHOMES AT 425 WEST BEND DRIVE,"YARBROUGH, MARK DBA ACTION TN","TO CONSTRUCT A NEW 2-STORY TOWNHOME CONDOMINIUM, APPROX. 2,745 SQ.FT.  units attached.  max allowed height is 45' three floors max.  37.7' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",20.0
46,2020003263,Building Residential - New,Duplex,1/15/2020,1/24/2020,146000,704  COPPER BRANCH RD,HERMITAGE,TN,37076,UNIT 1431 MAGNOLIA FARMS VILLAS,BEAZER HOMES CORP,"To build a 1566 sq. ft. single family house with an attached 395 sq. ft. two car garage.  To be built under Master Permit # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
47,2019011266,Building Residential - Rehab,Duplex,2/26/2019,2/26/2019,15000,2402A  DENNYWOOD DR,NASHVILLE,TN,37214,LOT 133 MAPLECREST,SHAMROCK HOLDINGS INC,PERMIT FOR GENERAL RENOVATIONS TO APARTMENT A OF EXISTING DUPLEX RESIDENCE� �CONVERT FIRST FLOOR WALLS BETWEEN KITCHEN AND FAMILY ROOMS INTO A KNEE WALL/PENINSULA� �RENOVATE SECOND FLOOR  BATHS� �CONVERT APT A PORTION OF EXISTING 1900 SQUARE FOOT FINISHED BASEMENT INTO LIVING SPACE� �NO CHANGE TO BUILDING/ROOF LINES OR FOOT PRINT� �,15.0
48,2018043134,Building Residential - Rehab,Duplex,7/24/2018,7/24/2018,60000,1708  VILLA PL,NASHVILLE,TN,37212,PT LOT 61 O B HAYES ROKEBY PLAN,HUFFINE FIRST SERVICE,to conduct general repairs to existing non-conforming duplex.  no increase to building footprint.  no increase in number of dwelling units.  subject to inspectors approval.  PUBLIC WORKS STAFF PLEASE NOTE: INSTRUMENT REQUIRED FOR FUTURE SIDEWALK IMPROVEMENTS.  DO NOT IGNORE THIS APPLICATION.,17.0
49,2020062472,Building Residential - New,Duplex,10/5/2020,10/19/2020,264303,838  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1312 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,To build an 2180 sq. ft. single family house with an attached 395 sq. ft. two car garage.  To be built under Master Permit # 201907468. Must comply with SP.,14.0
50,2020004793,Building Residential - New,Duplex,1/22/2020,1/31/2020,144600,6050  BLACKBERRY RIDGE LN,HERMITAGE,TN,37076,UNIT 1191 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 1703 sq. ft. single family house with an attached  395 sq. ft. two car garage.  To be built under MASTER PERMIT # 2019007468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
51,2020072202,Building Residential - New,Duplex,11/18/2020,2/26/2021,277033,1000  ALICE ST,NASHVILLE,TN,37218,UNIT 1000A ONE THOUSAND ALICE STREET,"Art Building, Inc.","parent parcel is map 70-7 parcel 54, is zoned R8, contains 11,761 sf lot area and is in a pre 1984 recorded subdivision.  this permit to construct unit A of proposed horizonal property line regime duplex with 2285 sf living area, 325 sf attached garage and 175 sf porch areas.  units attached.  max allowed height is 45' three floors max.  54.4' min front s/b; 5' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply fully with metro council bills 2014-725 and 2014-770.",2.0
52,2020058020,Building Residential - New,Duplex,9/15/2020,10/6/2020,265637,816  SUNSET VIEW DR,HERMITAGE,TN,37076,UNIT 1261 MAGNOLIA FARMS PH 2 SEC 2,BEAZER HOMES CORP,"To build a 2023 sq. ft. single family house with an attached 396 sq. ft. two car garage.  To be built under Master Permit # 201907468.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",14.0
53,2020045533,Building Residential New Storm Damage,Duplex,7/23/2020,8/13/2020,171555,609  NEWHALL DR,NASHVILLE,TN,37206,LOT 300-B FORTLAND PARK SEC 4 ZONE LOT DIV,LEGACY SOUTH BUILDERS LLC,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage.  must comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",6.0
54,2018046904,Building Residential - New,Duplex,8/8/2018,8/16/2018,159174,3107  ALAMEDA ST,NASHVILLE,TN,37209,LOT 11 BLK 25 MIDWAY,RODGERS & RODGERS GENERAL CONT INC,"to construct 1413SF single family residence with 60SF porches. 10' min. left side setback, 5' min. right side setback, 20' min. rear setback. with his a rear unit of a detached duplex.
not to be sold separately.
not to be over any easements.
Sidewalks are required, not eligible for fund, existing sidewalks
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*",21.0
55,2019033689,Building Use & Occupancy,Duplex,6/7/2019,6/10/2019,1,1114  RUSSELL ST,NASHVILLE,TN,37206,LOT 60 EAST EDGEFIELD ADDN,"E 3 CONSTRUCTION SERVICES, LLC",Use existing residence as a duplex with required one (1) hour tenant separation. See 2019018855 for rehab. No additional construction this permit.  parcel has a base zone of R6 and contains 8500 sf lot area.  MHZC AND MDHA OVERLAYS.  for every 50' site frontage a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.,6.0
56,2019018620,Building Residential - New,Duplex,4/1/2019,10/3/2019,735605,430  MALLORY ST,NASHVILLE,TN,37203,LOT 22 B F BROWNS PLAN OF THE RAINS SPRING PROP,MCKENZIE CONSTRUCTION LLC,"To construct an attached duplex family residence for use as a Group Home. Each Unit to house a group of individuals (family) as defined by Metro Code 17.04.060 and in accordance with Tenn Code 13-24-102.  To be addressed as 428 Mallory (lower level) and 430 Mallory (Right Unit) and 432 Mallory (Left Unit). Minimum  43.2 ft front setback, 10 ft setback along Mallory Street, and 20 ft rear setback. Must conform with easements on property and R6-A Zoning. Each Duplex unit to have 3265 of living areas and 255 sq ft of porches for each unit. Ground level to have 3588 sq ft of living area. Sidewalks ARE required for this project because this parcel is within the UZO. You are eligible to contribute to the Pedestrian.. For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.",17.0
57,2020075556,Building Residential - New,Duplex,12/3/2020,3/31/2021,287096,3015  WILTSHIRE PARK PL,HERMITAGE,TN,37076,UNIT B HOMES AT PARK AT WILTSHIRE - LOT 29,LANDMARK HOMES OF TN INC,"To construct a duplex residence with 2368 sq ft living area, 443 sq ft garage, 212 sq ft porch/deck area.  Must comply with tree regulation; one new two inch tree for every 30' road frontage , for every 50' road frontage a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  SP Zoning",12.0
58,2020063706,Building Residential - Addition,Duplex,10/9/2020,10/20/2020,72744,720  VIRGINIA AVE,NASHVILLE,TN,37216,LOT 2 BILL CAYCE SUB,"MUSIC CITY ELECTRICAL ENGINEERING, LLC","Construct a 20' x 30' 600 sq. ft. addition to the rear unit of the duplex. See attached. To include 1 bedroom, 1 bath, and new HVAC. To remain duplex. Minimum 10 side' and 20' rear setbacks. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.
Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",8.0
59,2020068846,Building Residential - New,Duplex,11/2/2020,12/16/2020,442405,3406  TRIMBLE RD,NASHVILLE,TN,37215,UNIT B 3406 TRIMBLE ROAD,PAROS GROUP LLC,"To construct ...Unit B� of HPR detached duplex with 3649sf heated, cooled and 393sf porches/decks, and 527sf garage.  82.3' min front s/;b; 10' min side s/b; 20' min rear s/b.  max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  must comply fully with metro council bills 2014-725 and 2014-770.",34.0
60,2021023700,Building Residential - Rehab,Duplex,4/18/2021,4/25/2021,45000,1610A  KNOWLES ST,NASHVILLE,TN,37208,LOT 22 UNDERWOOD PLAN,"JACKSON, J D CONTRACTNG CO","Interior remodel, no change to existing footprint.  NO INCREASE TO BUILDING FOOTPRINT.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",21.0
61,2018045616,Building Residential - Rehab,Duplex,8/2/2018,8/2/2018,10000,314  LEAFLAND AVE,NASHVILLE,TN,37210,LOT 100 SADLER PLACE,SELF CONTRACTOR RESIDENTIAL (SEE APPLICANT INFORMATION),parcel is zoned R6 and contains 8250 sf lot area.  this permit to conduct general repairs to existing duplex.  no increase to building footprint.  no increase in number of units.  triple fee to be applied per inspections.,17.0
62,2021000669,Building Residential - New,Duplex,1/5/2021,4/6/2021,263697,208B  FORREST VALLEY CIR,NASHVILLE,TN,37209,UNIT B HOMES AT 208 FORREST VALLEY CIRCLE,"JACKSON BUILDERS,LLC","To construct ...Unit B� of HPR detached duplex with 2175sf heated/cooled, 200sf porches/decks and 700sf attached garage.  rear unit.  front unit exists.  max allowed height is 45' three floors max.  min required distance between structures is 6' min with no bump outs.  15' min side s/b; 20' min rear s/b.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",22.0
63,2020005171,Building Residential - Rehab,Duplex,1/23/2020,1/23/2020,30000,1002B  FAIRWIN AVE,NASHVILLE,TN,37216,LOT 63 ESKRIDGE SUB,"CRAFTLOGIC CONSTRUCTION, INC.","TO CONDUCT GENERAL RENOVATIONS TO UPPER APARTMENT OF EXISTING CONVENTIONAL DUPLEX� �NOT AN HPR� �NO CHANGE TO EXTERIOR BUILDING ROOF LINES OR FOOTPRINT� � 

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",5.0
64,2019062787,Building Residential - Rehab,Duplex,10/15/2019,10/15/2019,30000,204B  PRINCE AVE,NASHVILLE,TN,37207,LOT 3  J.B. HAYNIES ORIENTAL SUB  RE-SUB,"RK JUNIOR CONTRACTING SERVICES, LLC","PERMIT TO CONDUCT GENERAL RENOVATIONS TO LEFT (B) UNIT OF CONVENTIONAL DUPLEX (THIS IS NOT A HPR)� �NO CHANGE TO BUILDING/ROOF LINES OR FOOTPRINT� �

***FOR EVERY 50 FEET OF SITE FRONTAGE, A DOUBLE-SIDED SIGN 24� X 36� IN SIZE MUST BE POSTED IN ENGLISH AND SPANISH THAT CONTAINS THE INFORMATION REQUIRED BY ORDINANCE NO. 2017-835. NO MORE THAN THREE SIGNS ARE REQUIRED� �",5.0
65,2018050021,Building Residential - Rehab,Duplex,8/21/2018,8/29/2018,3000,296  MCGAVOCK PIKE,NASHVILLE,TN,37214,N/W CORNER MCGAVOCK PK & WOODBERRY DR,"FUNEZ CONSTRUCTION, DAVID FUNEZ AND JUNLAN JIANG DBA","Repair the front concrete patio, currently sinking and forward leaning.  no increase to building footprint.  no increase in number of dwelling units.  subject to inspectors approval.",15.0
